county_fips,state,county_name,dem_votes,rep_votes,totalvotes,rep_share,dem_share,rep_margin,cdd_annual,hdd_annual,avg_res_rate
04005,ARIZONA,COCONINO,41504.0,27576.0,70993,0.3884326623751638,0.5846210189737017,-0.1961883565985379,1167,4699,0.15803070614289466
04007,ARIZONA,GILA,8504.0,18901.0,27979,0.6755423710640123,0.3039422423960827,0.3716001286679295,1868,3145,0.1564008019112902
04009,ARIZONA,GRAHAM,3867.0,11177.0,15327,0.7292359887779735,0.2522998629868859,0.4769361257910876,2109,2821,0.1347855855798458
04011,ARIZONA,GREENLEE,954.0,2308.0,3341,0.6908111343909009,0.2855432505237952,0.4052678838671056,1301,3717,0.1289637556004929
04012,ARIZONA,LA PAZ,2101.0,5470.0,7700,0.7103896103896103,0.2728571428571428,0.4375324675324675,4560,1295,0.16396284561726132
04013,ARIZONA,MARICOPA,980016.0,1051531.0,2061574,0.5100622145991364,0.4753727006646377,0.0346895139344985,4208,1430,0.1517679607007416
04015,ARIZONA,MOHAVE,24081.0,85683.0,111355,0.7694580396030712,0.2162543217637286,0.5532037178393426,2779,2749,0.14494326886574763
04017,ARIZONA,NAVAJO,20754.0,29480.0,51386,0.5736971159459775,0.4038843264702448,0.1698127894757327,1078,4884,0.15897080564961583
04019,ARIZONA,PIMA,292450.0,214669.0,520317,0.4125734888539102,0.5620612049961851,-0.1494877161422748,3309,1675,0.15359988910762756
04021,ARIZONA,PINAL,80656.0,126926.0,211595,0.5998534937025922,0.3811810297974904,0.2186724639051017,3685,1670,0.15701947041298225
04023,ARIZONA,SANTA CRUZ,11265.0,7699.0,19428,0.396283714226889,0.579833230389129,-0.18354951616224,1742,2646,0.15318686565726275
04025,ARIZONA,YAVAPAI,48717.0,99346.0,150862,0.6585223581816495,0.322924261908234,0.3355980962734154,2003,3201,0.16322096540238082
04027,ARIZONA,YUMA,26823.0,40745.0,68910,0.5912784791757365,0.3892468437091859,0.2020316354665506,4551,1122,0.1645035592806813
05001,ARKANSAS,ARKANSAS,1503.0,3951.0,5547,0.7122769064359114,0.2709572742022715,0.4413196322336398,2387,2370,0.12469648587428336
05003,ARKANSAS,ASHLEY,1774.0,5145.0,7030,0.7318634423897582,0.2523470839260313,0.4795163584637269,2568,2042,0.13034738711256227
05005,ARKANSAS,BAXTER,4341.0,16253.0,20954,0.7756514269351914,0.2071680824663548,0.5684833444688365,1580,3302,0.13015089739350663
05007,ARKANSAS,BENTON,45231.0,79907.0,128595,0.6213849683113651,0.3517321824332206,0.2696527858781445,1774,3248,0.1208364831985759
05009,ARKANSAS,BOONE,2854.0,13968.0,17112,0.8162692847124825,0.1667835437120149,0.6494857410004675,1543,3395,0.12997008538908278
05011,ARKANSAS,BRADLEY,961.0,2213.0,3209,0.6896229354939234,0.2994702399501402,0.3901526955437832,2432,2086,0.1313788886265424
05013,ARKANSAS,CALHOUN,379.0,1674.0,2092,0.8001912045889101,0.1811663479923518,0.6190248565965584,2313,2184,0.1307809452572697
05015,ARKANSAS,CARROLL,3812.0,7470.0,11538,0.6474258970358814,0.3303865487952851,0.3170393482405962,1575,3409,0.12359744806572859
05017,ARKANSAS,CHICOT,1796.0,1658.0,3490,0.4750716332378223,0.5146131805157593,-0.0395415472779369,2643,2067,0.1300022869207192
05019,ARKANSAS,CLARK,2959.0,4526.0,7657,0.5910931174089069,0.3864437769361368,0.20464934047277,2219,2426,0.1371245954431581
05021,ARKANSAS,CLAY,907.0,3968.0,4967,0.7988725588886652,0.1826051942822629,0.6162673646064022,1935,3008,0.13385556064844106
05023,ARKANSAS,CLEBURNE,1941.0,10595.0,12739,0.831697935473742,0.1523667477824005,0.6793311876913415,1832,2893,0.1290768178617017
05025,ARKANSAS,CLEVELAND,524.0,2804.0,3374,0.8310610551274452,0.1553052756372258,0.6757557794902194,2303,2263,0.13122104617708596
05027,ARKANSAS,COLUMBIA,2466.0,5367.0,7940,0.6759445843828715,0.3105793450881612,0.3653652392947103,2353,2102,0.1306909478222471
05029,ARKANSAS,CONWAY,2449.0,5893.0,8541,0.6899660461304297,0.2867345744058073,0.4032314717246223,2108,2748,0.13179592886639643
05031,ARKANSAS,CRAIGHEAD,11210.0,25152.0,37242,0.6753665216690833,0.3010042425218839,0.3743622791471994,1996,2899,0.11044674460593407
05033,ARKANSAS,CRAWFORD,4753.0,18615.0,23834,0.7810271041369472,0.199420995216917,0.5816061089200302,2115,2864,0.12191973701658555
05035,ARKANSAS,CRITTENDEN,7362.0,7028.0,14681,0.4787139840610313,0.5014644778966011,-0.0227504938355698,2313,2546,0.11643865470667406
05037,ARKANSAS,CROSS,1642.0,4753.0,6534,0.7274257728803183,0.251300887664524,0.4761248852157942,2134,2747,0.12152134245466628
05039,ARKANSAS,DALLAS,798.0,1482.0,2324,0.6376936316695353,0.3433734939759036,0.2943201376936317,2193,2383,0.13240208745204016
05041,ARKANSAS,DESHA,1638.0,1805.0,3505,0.514978601997147,0.4673323823109843,0.0476462196861626,2461,2226,0.12994643581863558
05043,ARKANSAS,DREW,2050.0,4203.0,6365,0.6603299293008641,0.3220738413197172,0.3382560879811468,2488,2122,0.13074491497297436
05045,ARKANSAS,FAULKNER,17752.0,35357.0,54465,0.6491691912237216,0.3259340861103461,0.3232351051133755,2085,2785,0.1278686557160545
05047,ARKANSAS,FRANKLIN,1232.0,5582.0,6971,0.8007459474967723,0.1767321761583704,0.624013771338402,2019,2875,0.12434269231592436
05049,ARKANSAS,FULTON,906.0,4040.0,5043,0.8011104501288915,0.1796549672813801,0.6214554828475114,1545,3300,0.12966952138647314
05051,ARKANSAS,GARLAND,13015.0,28359.0,42327,0.6699978736976399,0.3074869468660666,0.3625109268315732,2165,2562,0.12907395507901848
05053,ARKANSAS,GRANT,1192.0,6755.0,8078,0.8362218370883883,0.1475612775439465,0.6886605595444417,2218,2438,0.1307348047110014
05055,ARKANSAS,GREENE,2935.0,12617.0,15820,0.7975347661188369,0.1855246523388116,0.6120101137800252,1947,2959,0.12455472595571557
05057,ARKANSAS,HEMPSTEAD,1776.0,4193.0,6089,0.6886188208244375,0.2916735096074889,0.3969453112169486,2271,2268,0.1242841345217356
05059,ARKANSAS,HOT SPRING,2818.0,9226.0,12283,0.7511194333631849,0.2294227794512741,0.5216966539119108,2236,2464,0.13718766619616596
05061,ARKANSAS,HOWARD,1158.0,3246.0,4473,0.7256874580818243,0.2588866532528504,0.4668008048289739,2123,2493,0.12919831685541888
05063,ARKANSAS,INDEPENDENCE,2689.0,11023.0,14011,0.7867389907929484,0.1919206337877382,0.5948183570052101,1734,2993,0.1284953181160951
05065,ARKANSAS,IZARD,949.0,4854.0,5925,0.8192405063291139,0.160168776371308,0.6590717299578059,1572,3211,0.12922924878020015
05067,ARKANSAS,JACKSON,1183.0,3509.0,4775,0.734869109947644,0.2477486910994764,0.4871204188481675,1916,2931,0.12630755639025124
05069,ARKANSAS,JEFFERSON,12802.0,8468.0,21608,0.3918918918918919,0.5924657534246576,-0.2005738615327656,2303,2373,0.12836203814021754
05071,ARKANSAS,JOHNSON,2107.0,6766.0,9059,0.7468815542554366,0.2325863781874379,0.5142951760679987,1837,2963,0.12595651857530626
05073,ARKANSAS,LAFAYETTE,698.0,1589.0,2325,0.6834408602150538,0.3002150537634409,0.3832258064516129,2513,2008,0.12877583787409053
05075,ARKANSAS,LAWRENCE,965.0,4608.0,5692,0.8095572733661279,0.1695361911454673,0.6400210822206606,1805,3029,0.12666333481712616
05077,ARKANSAS,LEE,1270.0,1181.0,2520,0.4686507936507936,0.503968253968254,-0.0353174603174603,2341,2473,0.1218346462258044
05079,ARKANSAS,LINCOLN,813.0,2502.0,3372,0.7419928825622776,0.2411032028469751,0.5008896797153025,2422,2218,0.13095626763515422
05081,ARKANSAS,LITTLE RIVER,1084.0,3744.0,4899,0.7642375995101041,0.2212696468667075,0.5429679526433966,2481,2112,0.1210393259007499
05083,ARKANSAS,LOGAN,1464.0,6567.0,8205,0.8003656307129798,0.1784277879341864,0.6219378427787934,2123,2702,0.12368958858183318
05085,ARKANSAS,LONOKE,6790.0,23225.0,30620,0.758491182233834,0.2217504898758981,0.536740692357936,2216,2559,0.12662454217659963
05087,ARKANSAS,MADISON,1491.0,5885.0,7501,0.7845620583922144,0.1987734968670844,0.5857885615251299,1574,3340,0.12743919059608785
05089,ARKANSAS,MARION,1501.0,6230.0,7851,0.7935294866895937,0.1911858361992102,0.6023436504903834,1587,3346,0.13068201721499204
05091,ARKANSAS,MILLER,3769.0,11842.0,15803,0.7493513889767766,0.2384990191735746,0.5108523698032019,2637,1931,0.12427224314239284
05093,ARKANSAS,MISSISSIPPI,3574.0,6963.0,10717,0.6497154054306242,0.3334888494914622,0.316226555939162,2040,2823,0.11583414418076649
05095,ARKANSAS,MONROE,1002.0,1385.0,2433,0.5692560624743116,0.4118372379778052,0.1574188244965064,2308,2480,0.12195603264804397
05097,ARKANSAS,MONTGOMERY,645.0,2987.0,3707,0.8057728621526841,0.1739951443215538,0.6317777178311302,2062,2628,0.1318531527279339
05099,ARKANSAS,NEVADA,849.0,2002.0,2907,0.6886824905400757,0.2920536635706914,0.3966288269693842,2212,2305,0.13365036482885947
05101,ARKANSAS,NEWTON,644.0,3063.0,3770,0.8124668435013263,0.1708222811671087,0.6416445623342175,1409,3459,0.1283701898023745
05103,ARKANSAS,OUACHITA,3412.0,5056.0,8626,0.5861349408764202,0.3955483422211917,0.1905865986552284,2228,2283,0.13192315454465817
05105,ARKANSAS,PERRY,923.0,3559.0,4584,0.7763961605584643,0.2013525305410122,0.5750436300174521,2171,2656,0.12572848046734883
05107,ARKANSAS,PHILLIPS,2754.0,2098.0,4938,0.4248683677602268,0.5577156743620899,-0.1328473066018631,2402,2393,0.12386603309200658
05109,ARKANSAS,PIKE,560.0,3746.0,4358,0.8595686094538779,0.1284993116108306,0.7310692978430473,2126,2551,0.14127171601593286
05111,ARKANSAS,POINSETT,1235.0,5731.0,7079,0.8095776239581862,0.1744596694448368,0.6351179545133494,2047,2850,0.12239681165423229
05113,ARKANSAS,POLK,1145.0,6987.0,8288,0.8430260617760618,0.1381515444015444,0.7048745173745173,1817,2792,0.12350967928558258
05115,ARKANSAS,POPE,5487.0,18118.0,24191,0.7489562233888636,0.2268198916952585,0.522136331693605,1877,2908,0.13318376081323258
05117,ARKANSAS,PRAIRIE,524.0,2628.0,3200,0.82125,0.16375,0.6575,2220,2512,0.12572479404645623
05119,ARKANSAS,PULASKI,92038.0,57977.0,153924,0.3766599100854967,0.5979444401133027,-0.2212845300278059,2202,2586,0.1276325327641038
05121,ARKANSAS,RANDOLPH,1138.0,5367.0,6636,0.8087703435804702,0.1714888487040385,0.6372814948764316,1801,3102,0.1343276623430015
05123,ARKANSAS,ST FRANCIS,2953.0,2909.0,5979,0.4865362100685733,0.4938953002174276,-0.0073590901488543,2260,2567,0.12284369732997817
05125,ARKANSAS,SALINE,16609.0,39736.0,57609,0.6897533371521811,0.2883056466871496,0.4014476904650315,2164,2576,0.12208457914286024
05127,ARKANSAS,SCOTT,425.0,2913.0,3384,0.8608156028368794,0.1255910165484633,0.735224586288416,2034,2704,0.1276680817315063
05129,ARKANSAS,SEARCY,511.0,3305.0,3869,0.8542258981649005,0.1320754716981132,0.7221504264667873,1479,3413,0.13915478331441494
05131,ARKANSAS,SEBASTIAN,13652.0,30719.0,45452,0.675855847927484,0.3003608202059315,0.3754950277215524,2285,2617,0.12007770837390196
05133,ARKANSAS,SEVIER,862.0,3772.0,4714,0.8001697072549852,0.1828595672464998,0.6173101400084854,2254,2346,0.12251313093022602
05135,ARKANSAS,SHARP,1316.0,5978.0,7437,0.8038187441172516,0.1769530724754605,0.6268656716417911,1595,3227,0.12918166593616331
05137,ARKANSAS,STONE,1089.0,4808.0,6030,0.7973466003316749,0.1805970149253731,0.6167495854063018,1591,3161,0.1331583793798797
05139,ARKANSAS,UNION,5019.0,10196.0,15448,0.6600207146556188,0.3248964267219058,0.335124287933713,2428,2029,0.13020198596068724
05141,ARKANSAS,VAN BUREN,1437.0,6023.0,7621,0.790316231465687,0.1885579320299173,0.6017582994357696,1686,3124,0.14015766734498072
05143,ARKANSAS,WASHINGTON,43779.0,50243.0,97158,0.5171267420078635,0.4505959365157784,0.066530805492085,1800,3147,0.12215217431044599
05145,ARKANSAS,WHITE,5641.0,24514.0,30837,0.7949541135648733,0.1829295975613711,0.6120245160035023,2064,2696,0.12710457594999228
05147,ARKANSAS,WOODRUFF,760.0,1513.0,2318,0.6527178602243313,0.3278688524590163,0.3248490077653149,2092,2713,0.12506053383900032
05149,ARKANSAS,YELL,1213.0,5147.0,6477,0.7946580206885904,0.1872780608306314,0.6073799598579589,2138,2661,0.12877683316049576
06001,CALIFORNIA,ALAMEDA,499551.0,140789.0,669907,0.2101620075622437,0.7457020153543701,-0.5355400077921264,1046,2330,0.39480684262400717
06003,CALIFORNIA,ALPINE,479.0,243.0,738,0.3292682926829268,0.6490514905149052,-0.3197831978319783,176,7290,0.3280809891508757
06005,CALIFORNIA,AMADOR,7783.0,14018.0,22403,0.6257197696737045,0.3474088291746641,0.2783109404990403,1523,3328,0.3741360898966119
06007,CALIFORNIA,BUTTE,44228.0,47179.0,94556,0.4989530013959981,0.4677439824019628,0.0312090189940352,1862,2824,0.3961787219372227
06009,CALIFORNIA,CALAVERAS,9181.0,16625.0,26480,0.6278323262839879,0.346714501510574,0.2811178247734138,1548,3263,0.38538550710760616
06011,CALIFORNIA,COLUSA,2431.0,4414.0,7021,0.6286853724540664,0.3462469733656174,0.282438399088449,2043,2488,0.3961787219372227
06013,CALIFORNIA,CONTRA COSTA,356008.0,155308.0,528904,0.2936411900836446,0.6731051381725228,-0.3794639480888782,1339,2301,0.39617872193722276
06015,CALIFORNIA,DEL NORTE,4266.0,5999.0,10564,0.5678720181749337,0.4038243089738735,0.1640477092010601,327,4586,0.23009153212616734
06017,CALIFORNIA,EL DORADO,47703.0,61109.0,111890,0.5461524711770489,0.4263383680400393,0.1198141031370095,967,4342,0.3808048418983368
06019,CALIFORNIA,FRESNO,151628.0,165924.0,325994,0.5089786928593778,0.4651251250023006,0.0438535678570771,1202,3775,0.39264061721670096
06021,CALIFORNIA,GLENN,3260.0,6904.0,10442,0.6611760199195557,0.3122007278299176,0.348975292089638,1884,2818,0.39617872193722264
06023,CALIFORNIA,HUMBOLDT,39800.0,21559.0,64228,0.3356635735193373,0.6196674347636545,-0.2840038612443171,404,3838,0.3908331690687023
06025,CALIFORNIA,IMPERIAL,26083.0,26546.0,54025,0.4913651087459509,0.4827950023137436,0.0085701064322073,4955,844,0.2085635483161303
06027,CALIFORNIA,INYO,4201.0,4468.0,8951,0.4991621047927606,0.4693330354150374,0.0298290693777231,2353,3123,0.26982904997429585
06029,CALIFORNIA,KERN,108241.0,167879.0,283246,0.5926968077219096,0.3821448493535654,0.2105519583683441,2251,2576,0.36226523475509514
06031,CALIFORNIA,KINGS,15519.0,25074.0,41501,0.604178212573191,0.373942796559119,0.230235416014072,2548,2040,0.3654327872512046
06033,CALIFORNIA,LAKE,12794.0,13161.0,26759,0.4918345229642363,0.4781195111924959,0.0137150117717403,1233,3406,0.39617872193722264
06035,CALIFORNIA,LASSEN,2478.0,8619.0,11371,0.7579808284231818,0.2179227860346495,0.5400580423885323,451,6247,0.2633708184935088
06037,CALIFORNIA,LOS ANGELES,2417109.0,1189862.0,3728427,0.3191324384251053,0.648291893605534,-0.3291594551804286,1589,2349,0.28218980243862396
06039,CALIFORNIA,MADERA,20981.0,32344.0,54624,0.5921206795547744,0.3840985647334505,0.2080221148213239,1269,3628,0.3906787479119202
06041,CALIFORNIA,MARIN,116152.0,24054.0,144113,0.1669106881405563,0.8059786417602853,-0.639067953619729,191,2798,0.3961787219372227
06043,CALIFORNIA,MARIPOSA,3622.0,5625.0,9509,0.5915448522452413,0.3809023030812914,0.2106425491639499,1200,3900,0.3832172917972459
06045,CALIFORNIA,MENDOCINO,24049.0,13528.0,39216,0.3449612403100775,0.6132445940432476,-0.2682833537331701,601,3474,0.3961787219372227
06047,CALIFORNIA,MERCED,40190.0,43955.0,86392,0.5087855356977498,0.465205111584406,0.0435804241133437,1956,2225,0.3062711180883243
06049,CALIFORNIA,MODOC,1008.0,2884.0,4016,0.7181274900398407,0.250996015936255,0.4671314741035857,448,6288,0.17363853934275836
06051,CALIFORNIA,MONO,3522.0,2294.0,6064,0.3782981530343008,0.5808047493403694,-0.2025065963060686,203,7152,0.3159737376147053
06053,CALIFORNIA,MONTEREY,93060.0,49226.0,146718,0.335514388145967,0.6342780026990553,-0.2987636145530882,818,2606,0.39617872193722276
06055,CALIFORNIA,NAPA,43212.0,20357.0,65549,0.3105615646310394,0.659232024897405,-0.3486704602663655,1225,2613,0.3961787219372227
06057,CALIFORNIA,NEVADA,33784.0,26177.0,62132,0.4213126891135003,0.543745573939355,-0.1224328848258546,778,4777,0.3678723852273876
06059,CALIFORNIA,ORANGE,691731.0,654815.0,1390965,0.4707631033131674,0.497302951548026,-0.0265398482348585,1244,1526,0.3144887971490321
06061,CALIFORNIA,PLACER,103958.0,123941.0,234809,0.5278375190048081,0.4427343074584023,0.0851032115464057,889,4395,0.33955841710269896
06063,CALIFORNIA,PLUMAS,4020.0,5725.0,10067,0.5686897784841561,0.3993245256779577,0.1693652528061984,409,6075,0.3961787219372227
06065,CALIFORNIA,RIVERSIDE,451782.0,463677.0,940405,0.4930609684125456,0.4804121628447318,0.0126488055678138,3446,1545,0.2942780416672446
06067,CALIFORNIA,SACRAMENTO,381564.0,252140.0,656626,0.3839933234443961,0.5810979157084855,-0.1971045922640893,1962,2141,0.2103314068865255
06069,CALIFORNIA,SAN BENITO,15179.0,11702.0,27649,0.4232341133494882,0.5489891135303266,-0.1257550001808384,1278,2821,0.3961787219372227
