county_fips,state,county_name,DEMOCRAT,REPUBLICAN,totalvotes,rep_share,dem_share,rep_margin
01073,ALABAMA,JEFFERSON,162112.0,131123.0,298704,0.43897303015694467,0.5427178745513953,-0.10374484439445064
01075,ALABAMA,LAMAR,806.0,6033.0,6890,0.8756168359941945,0.1169811320754717,0.7586357039187228
01077,ALABAMA,LAUDERDALE,10326.0,32708.0,43637,0.7495474024337145,0.23663404908678415,0.5129133533469303
01079,ALABAMA,LAWRENCE,2983.0,13024.0,16122,0.8078402183351941,0.18502667162883016,0.622813546706364
01081,ALABAMA,LEE,25798.0,46020.0,73127,0.6293161212684781,0.3527835136133029,0.27653260765517523
01083,ALABAMA,LIMESTONE,14581.0,37887.0,53332,0.7103990099752494,0.2734005850146254,0.436998424960624
01085,ALABAMA,LOWNDES,3867.0,1758.0,5655,0.31087533156498676,0.6838196286472149,-0.37294429708222815
01087,ALABAMA,MACON,6084.0,1682.0,7834,0.21470513147817208,0.7766147561909624,-0.5619096247127904
01089,ALABAMA,MADISON,87824.0,105430.0,197617,0.5335067327203631,0.4444152071937131,0.08909152552665
01091,ALABAMA,MARENGO,4631.0,4995.0,9682,0.5159058045858294,0.47831026647386904,0.037595538111960314
01093,ALABAMA,MARION,1197.0,12245.0,13543,0.9041571291442073,0.08838514361662851,0.8157719855275788
01095,ALABAMA,MARSHALL,5553.0,34434.0,40288,0.8546961874503575,0.13783260524225577,0.7168635822081018
01097,ALABAMA,MOBILE,72055.0,100759.0,175164,0.5752266447443538,0.4113573565344477,0.1638692882099061
01099,ALABAMA,MONROE,3740.0,6007.0,9815,0.6120224146714213,0.38104941416199695,0.23097300050942432
01101,ALABAMA,MONTGOMERY,57946.0,30477.0,89798,0.3393950867502617,0.6452927682131006,-0.30589768146283886
01103,ALABAMA,MORGAN,12392.0,40449.0,53543,0.7554488915451133,0.23144015090674785,0.5240087406383654
01105,ALABAMA,PERRY,3174.0,1269.0,4465,0.28421052631578947,0.7108622620380739,-0.42665173572228443
01107,ALABAMA,PICKENS,3388.0,5465.0,8912,0.613218132854578,0.38016157989228005,0.233056552962298
01109,ALABAMA,PIKE,4899.0,8224.0,13216,0.6222760290556901,0.3706870460048426,0.25158898305084754
01111,ALABAMA,RANDOLPH,1920.0,9102.0,11091,0.8206654043819313,0.17311333513659724,0.647552069245334
01113,ALABAMA,RUSSELL,10422.0,10078.0,20718,0.48643691476011197,0.5030408340573415,-0.016603919297229486
01115,ALABAMA,ST. CLAIR,7640.0,35501.0,43526,0.8156274410697054,0.1755272710563801,0.6401001700133253
01117,ALABAMA,SHELBY,33087.0,79666.0,114698,0.6945718321156428,0.28847059233814015,0.4061012397775026
01119,ALABAMA,SUMTER,3725.0,1542.0,5307,0.29055963821368,0.7019031467872621,-0.41134350857358204
01121,ALABAMA,TALLADEGA,10898.0,22100.0,33250,0.6646616541353384,0.3277593984962406,0.3369022556390978
01123,ALABAMA,TALLAPOOSA,4975.0,14884.0,20023,0.743345153073965,0.24846426609399191,0.49488088697997307
01125,ALABAMA,TUSCALOOSA,33399.0,50724.0,85256,0.5949610584592286,0.3917495542835695,0.20321150417565914
01127,ALABAMA,WALKER,4102.0,25464.0,29786,0.8548982743570805,0.13771570536493655,0.717182568992144
01129,ALABAMA,WASHINGTON,1863.0,6534.0,8441,0.7740789006041938,0.22070844686648503,0.5533704537377088
01131,ALABAMA,WILCOX,3449.0,1793.0,5263,0.3406802204066122,0.6553296598897967,-0.3146494394831845
01133,ALABAMA,WINSTON,884.0,10191.0,11149,0.9140730110323796,0.07928962238765809,0.8347833886447215
04001,ARIZONA,APACHE,18872.0,12795.0,32685,0.3914639743001377,0.5773902401713324,-0.18592626587119476
04003,ARIZONA,COCHISE,22296.0,35936.0,59501,0.6039562360296465,0.37471639132115425,0.2292398447084923
04005,ARIZONA,COCONINO,41504.0,27576.0,70993,0.3884326623751638,0.5846210189737017,-0.1961883565985379
04007,ARIZONA,GILA,8504.0,18901.0,27979,0.6755423710640123,0.30394224239608275,0.3716001286679295
04009,ARIZONA,GRAHAM,3867.0,11177.0,15327,0.7292359887779735,0.2522998629868859,0.4769361257910876
04011,ARIZONA,GREENLEE,954.0,2308.0,3341,0.6908111343909009,0.28554325052379526,0.40526788386710566
04012,ARIZONA,LA PAZ,2101.0,5470.0,7700,0.7103896103896103,0.27285714285714285,0.4375324675324675
04013,ARIZONA,MARICOPA,980016.0,1051531.0,2061574,0.5100622145991364,0.47537270066463777,0.034689513934498595
04015,ARIZONA,MOHAVE,24081.0,85683.0,111355,0.7694580396030712,0.2162543217637286,0.5532037178393426
04017,ARIZONA,NAVAJO,20754.0,29480.0,51386,0.5736971159459775,0.4038843264702448,0.1698127894757327
04019,ARIZONA,PIMA,292450.0,214669.0,520317,0.4125734888539102,0.5620612049961851,-0.14948771614227485
04021,ARIZONA,PINAL,80656.0,126926.0,211595,0.5998534937025922,0.38118102979749047,0.21867246390510175
04023,ARIZONA,SANTA CRUZ,11265.0,7699.0,19428,0.396283714226889,0.579833230389129,-0.18354951616224002
04025,ARIZONA,YAVAPAI,48717.0,99346.0,150862,0.6585223581816495,0.32292426190823403,0.33559809627341547
04027,ARIZONA,YUMA,26823.0,40745.0,68910,0.5912784791757365,0.3892468437091859,0.20203163546655062
05001,ARKANSAS,ARKANSAS,1503.0,3951.0,5547,0.7122769064359114,0.2709572742022715,0.44131963223363985
05003,ARKANSAS,ASHLEY,1774.0,5145.0,7030,0.7318634423897582,0.2523470839260313,0.4795163584637269
05005,ARKANSAS,BAXTER,4341.0,16253.0,20954,0.7756514269351914,0.20716808246635487,0.5684833444688365
05007,ARKANSAS,BENTON,45231.0,79907.0,128595,0.6213849683113651,0.3517321824332206,0.26965278587814456
05009,ARKANSAS,BOONE,2854.0,13968.0,17112,0.8162692847124825,0.16678354371201495,0.6494857410004675
05011,ARKANSAS,BRADLEY,961.0,2213.0,3209,0.6896229354939234,0.2994702399501402,0.3901526955437832
05013,ARKANSAS,CALHOUN,379.0,1674.0,2092,0.8001912045889101,0.18116634799235182,0.6190248565965584
05015,ARKANSAS,CARROLL,3812.0,7470.0,11538,0.6474258970358814,0.3303865487952851,0.31703934824059626
05017,ARKANSAS,CHICOT,1796.0,1658.0,3490,0.47507163323782237,0.5146131805157593,-0.03954154727793696
05019,ARKANSAS,CLARK,2959.0,4526.0,7657,0.5910931174089069,0.38644377693613685,0.20464934047277006
05021,ARKANSAS,CLAY,907.0,3968.0,4967,0.7988725588886652,0.18260519428226293,0.6162673646064022
05023,ARKANSAS,CLEBURNE,1941.0,10595.0,12739,0.831697935473742,0.1523667477824005,0.6793311876913415
05025,ARKANSAS,CLEVELAND,524.0,2804.0,3374,0.8310610551274452,0.15530527563722585,0.6757557794902194
05027,ARKANSAS,COLUMBIA,2466.0,5367.0,7940,0.6759445843828715,0.3105793450881612,0.3653652392947103
05029,ARKANSAS,CONWAY,2449.0,5893.0,8541,0.6899660461304297,0.2867345744058073,0.40323147172462237
05031,ARKANSAS,CRAIGHEAD,11210.0,25152.0,37242,0.6753665216690833,0.3010042425218839,0.3743622791471994
05033,ARKANSAS,CRAWFORD,4753.0,18615.0,23834,0.7810271041369472,0.199420995216917,0.5816061089200302
05035,ARKANSAS,CRITTENDEN,7362.0,7028.0,14681,0.4787139840610313,0.5014644778966011,-0.02275049383556982
05037,ARKANSAS,CROSS,1642.0,4753.0,6534,0.7274257728803183,0.251300887664524,0.47612488521579427
05039,ARKANSAS,DALLAS,798.0,1482.0,2324,0.6376936316695353,0.3433734939759036,0.2943201376936317
05041,ARKANSAS,DESHA,1638.0,1805.0,3505,0.514978601997147,0.4673323823109843,0.04764621968616267
05043,ARKANSAS,DREW,2050.0,4203.0,6365,0.6603299293008641,0.3220738413197172,0.33825608798114687
05045,ARKANSAS,FAULKNER,17752.0,35357.0,54465,0.6491691912237216,0.3259340861103461,0.32323510511337555
05047,ARKANSAS,FRANKLIN,1232.0,5582.0,6971,0.8007459474967723,0.1767321761583704,0.624013771338402
05049,ARKANSAS,FULTON,906.0,4040.0,5043,0.8011104501288915,0.17965496728138014,0.6214554828475114
05051,ARKANSAS,GARLAND,13015.0,28359.0,42327,0.6699978736976399,0.3074869468660666,0.36251092683157327
05053,ARKANSAS,GRANT,1192.0,6755.0,8078,0.8362218370883883,0.14756127754394652,0.6886605595444417
05055,ARKANSAS,GREENE,2935.0,12617.0,15820,0.7975347661188369,0.18552465233881163,0.6120101137800252
05057,ARKANSAS,HEMPSTEAD,1776.0,4193.0,6089,0.6886188208244375,0.2916735096074889,0.3969453112169486
05059,ARKANSAS,HOT SPRING,2818.0,9226.0,12283,0.7511194333631849,0.22942277945127412,0.5216966539119108
05061,ARKANSAS,HOWARD,1158.0,3246.0,4473,0.7256874580818243,0.25888665325285043,0.4668008048289739
05063,ARKANSAS,INDEPENDENCE,2689.0,11023.0,14011,0.7867389907929484,0.19192063378773822,0.5948183570052101
05065,ARKANSAS,IZARD,949.0,4854.0,5925,0.8192405063291139,0.16016877637130802,0.6590717299578059
05067,ARKANSAS,JACKSON,1183.0,3509.0,4775,0.734869109947644,0.24774869109947645,0.48712041884816754
05069,ARKANSAS,JEFFERSON,12802.0,8468.0,21608,0.3918918918918919,0.5924657534246576,-0.20057386153276568
05071,ARKANSAS,JOHNSON,2107.0,6766.0,9059,0.7468815542554366,0.2325863781874379,0.5142951760679987
05073,ARKANSAS,LAFAYETTE,698.0,1589.0,2325,0.6834408602150538,0.3002150537634409,0.3832258064516129
05075,ARKANSAS,LAWRENCE,965.0,4608.0,5692,0.8095572733661279,0.16953619114546734,0.6400210822206606
05077,ARKANSAS,LEE,1270.0,1181.0,2520,0.46865079365079365,0.503968253968254,-0.0353174603174603
05079,ARKANSAS,LINCOLN,813.0,2502.0,3372,0.7419928825622776,0.2411032028469751,0.5008896797153025
05081,ARKANSAS,LITTLE RIVER,1084.0,3744.0,4899,0.7642375995101041,0.2212696468667075,0.5429679526433966
05083,ARKANSAS,LOGAN,1464.0,6567.0,8205,0.8003656307129798,0.17842778793418648,0.6219378427787934
05085,ARKANSAS,LONOKE,6790.0,23225.0,30620,0.758491182233834,0.2217504898758981,0.536740692357936
05087,ARKANSAS,MADISON,1491.0,5885.0,7501,0.7845620583922144,0.1987734968670844,0.5857885615251299
05089,ARKANSAS,MARION,1501.0,6230.0,7851,0.7935294866895937,0.19118583619921029,0.6023436504903834
05091,ARKANSAS,MILLER,3769.0,11842.0,15803,0.7493513889767766,0.23849901917357463,0.5108523698032019
05093,ARKANSAS,MISSISSIPPI,3574.0,6963.0,10717,0.6497154054306242,0.3334888494914622,0.31622655593916205
05095,ARKANSAS,MONROE,1002.0,1385.0,2433,0.5692560624743116,0.4118372379778052,0.1574188244965064
05097,ARKANSAS,MONTGOMERY,645.0,2987.0,3707,0.8057728621526841,0.17399514432155383,0.6317777178311302
05099,ARKANSAS,NEVADA,849.0,2002.0,2907,0.6886824905400757,0.29205366357069146,0.39662882696938423
05101,ARKANSAS,NEWTON,644.0,3063.0,3770,0.8124668435013263,0.17082228116710876,0.6416445623342175
05103,ARKANSAS,OUACHITA,3412.0,5056.0,8626,0.5861349408764202,0.39554834222119173,0.19058659865522842
05105,ARKANSAS,PERRY,923.0,3559.0,4584,0.7763961605584643,0.2013525305410122,0.5750436300174521
05107,ARKANSAS,PHILLIPS,2754.0,2098.0,4938,0.4248683677602268,0.5577156743620899,-0.1328473066018631
05109,ARKANSAS,PIKE,560.0,3746.0,4358,0.8595686094538779,0.12849931161083067,0.7310692978430473
05111,ARKANSAS,POINSETT,1235.0,5731.0,7079,0.8095776239581862,0.17445966944483685,0.6351179545133494
05113,ARKANSAS,POLK,1145.0,6987.0,8288,0.8430260617760618,0.1381515444015444,0.7048745173745173
05115,ARKANSAS,POPE,5487.0,18118.0,24191,0.7489562233888636,0.22681989169525857,0.522136331693605
05117,ARKANSAS,PRAIRIE,524.0,2628.0,3200,0.82125,0.16375,0.6575
05119,ARKANSAS,PULASKI,92038.0,57977.0,153924,0.37665991008549676,0.5979444401133027,-0.22128453002780596
05121,ARKANSAS,RANDOLPH,1138.0,5367.0,6636,0.8087703435804702,0.17148884870403858,0.6372814948764316
05123,ARKANSAS,ST FRANCIS,2953.0,2909.0,5979,0.48653621006857334,0.49389530021742767,-0.00735909014885433
05125,ARKANSAS,SALINE,16609.0,39736.0,57609,0.6897533371521811,0.2883056466871496,0.40144769046503154
05127,ARKANSAS,SCOTT,425.0,2913.0,3384,0.8608156028368794,0.12559101654846336,0.735224586288416
05129,ARKANSAS,SEARCY,511.0,3305.0,3869,0.8542258981649005,0.1320754716981132,0.7221504264667873
05131,ARKANSAS,SEBASTIAN,13652.0,30719.0,45452,0.675855847927484,0.3003608202059315,0.37549502772155247
05133,ARKANSAS,SEVIER,862.0,3772.0,4714,0.8001697072549852,0.1828595672464998,0.6173101400084854
05135,ARKANSAS,SHARP,1316.0,5978.0,7437,0.8038187441172516,0.17695307247546055,0.6268656716417911
05137,ARKANSAS,STONE,1089.0,4808.0,6030,0.7973466003316749,0.18059701492537314,0.6167495854063018
05139,ARKANSAS,UNION,5019.0,10196.0,15448,0.6600207146556188,0.3248964267219058,0.33512428793371307
05141,ARKANSAS,VAN BUREN,1437.0,6023.0,7621,0.790316231465687,0.18855793202991733,0.6017582994357696
05143,ARKANSAS,WASHINGTON,43779.0,50243.0,97158,0.5171267420078635,0.45059593651577845,0.06653080549208501
05145,ARKANSAS,WHITE,5641.0,24514.0,30837,0.7949541135648733,0.1829295975613711,0.6120245160035023
05147,ARKANSAS,WOODRUFF,760.0,1513.0,2318,0.6527178602243313,0.32786885245901637,0.32484900776531495
05149,ARKANSAS,YELL,1213.0,5147.0,6477,0.7946580206885904,0.18727806083063148,0.6073799598579589
06001,CALIFORNIA,ALAMEDA,499551.0,140789.0,669907,0.2101620075622437,0.7457020153543701,-0.5355400077921264
06003,CALIFORNIA,ALPINE,479.0,243.0,738,0.32926829268292684,0.6490514905149052,-0.31978319783197834
06005,CALIFORNIA,AMADOR,7783.0,14018.0,22403,0.6257197696737045,0.3474088291746641,0.27831094049904037
06007,CALIFORNIA,BUTTE,44228.0,47179.0,94556,0.49895300139599813,0.46774398240196285,0.031209018994035276
06009,CALIFORNIA,CALAVERAS,9181.0,16625.0,26480,0.6278323262839879,0.34671450151057404,0.28111782477341385
06011,CALIFORNIA,COLUSA,2431.0,4414.0,7021,0.6286853724540664,0.34624697336561744,0.282438399088449
06013,CALIFORNIA,CONTRA COSTA,356008.0,155308.0,528904,0.29364119008364464,0.6731051381725228,-0.3794639480888782
06015,CALIFORNIA,DEL NORTE,4266.0,5999.0,10564,0.5678720181749337,0.40382430897387356,0.16404770920106015
06017,CALIFORNIA,EL DORADO,47703.0,61109.0,111890,0.5461524711770489,0.42633836804003933,0.11981410313700958
06019,CALIFORNIA,FRESNO,151628.0,165924.0,325994,0.5089786928593778,0.46512512500230063,0.04385356785707717
06021,CALIFORNIA,GLENN,3260.0,6904.0,10442,0.6611760199195557,0.31220072782991765,0.348975292089638
06023,CALIFORNIA,HUMBOLDT,39800.0,21559.0,64228,0.33566357351933734,0.6196674347636545,-0.28400386124431715
06025,CALIFORNIA,IMPERIAL,26083.0,26546.0,54025,0.49136510874595096,0.4827950023137436,0.008570106432207347
06027,CALIFORNIA,INYO,4201.0,4468.0,8951,0.4991621047927606,0.4693330354150374,0.029829069377723172
06029,CALIFORNIA,KERN,108241.0,167879.0,283246,0.5926968077219096,0.38214484935356546,0.21055195836834412
06031,CALIFORNIA,KINGS,15519.0,25074.0,41501,0.604178212573191,0.37394279655911905,0.230235416014072
06033,CALIFORNIA,LAKE,12794.0,13161.0,26759,0.49183452296423635,0.47811951119249596,0.013715011771740393
06035,CALIFORNIA,LASSEN,2478.0,8619.0,11371,0.7579808284231818,0.21792278603464954,0.5400580423885323
06037,CALIFORNIA,LOS ANGELES,2417109.0,1189862.0,3728427,0.3191324384251053,0.648291893605534,-0.32915945518042866
06039,CALIFORNIA,MADERA,20981.0,32344.0,54624,0.5921206795547744,0.3840985647334505,0.20802211482132393
06041,CALIFORNIA,MARIN,116152.0,24054.0,144113,0.16691068814055637,0.8059786417602853,-0.639067953619729
06043,CALIFORNIA,MARIPOSA,3622.0,5625.0,9509,0.5915448522452413,0.3809023030812914,0.21064254916394992
06045,CALIFORNIA,MENDOCINO,24049.0,13528.0,39216,0.3449612403100775,0.6132445940432476,-0.2682833537331701
06047,CALIFORNIA,MERCED,40190.0,43955.0,86392,0.5087855356977498,0.465205111584406,0.043580424113343785
06049,CALIFORNIA,MODOC,1008.0,2884.0,4016,0.7181274900398407,0.250996015936255,0.4671314741035857
06051,CALIFORNIA,MONO,3522.0,2294.0,6064,0.3782981530343008,0.5808047493403694,-0.2025065963060686
06053,CALIFORNIA,MONTEREY,93060.0,49226.0,146718,0.33551438814596707,0.6342780026990553,-0.29876361455308825
06055,CALIFORNIA,NAPA,43212.0,20357.0,65549,0.3105615646310394,0.659232024897405,-0.34867046026636556
06057,CALIFORNIA,NEVADA,33784.0,26177.0,62132,0.4213126891135003,0.543745573939355,-0.12243288482585468
06059,CALIFORNIA,ORANGE,691731.0,654815.0,1390965,0.47076310331316745,0.497302951548026,-0.026539848234858554
06061,CALIFORNIA,PLACER,103958.0,123941.0,234809,0.5278375190048081,0.44273430745840237,0.08510321154640577
06063,CALIFORNIA,PLUMAS,4020.0,5725.0,10067,0.5686897784841561,0.3993245256779577,0.16936525280619846
06065,CALIFORNIA,RIVERSIDE,451782.0,463677.0,940405,0.49306096841254565,0.4804121628447318,0.012648805567813837
06067,CALIFORNIA,SACRAMENTO,381564.0,252140.0,656626,0.3839933234443961,0.5810979157084855,-0.19710459226408938
06069,CALIFORNIA,SAN BENITO,15179.0,11702.0,27649,0.42323411334948824,0.5489891135303266,-0.1257550001808384
06071,CALIFORNIA,SAN BERNARDINO,362114.0,378416.0,761714,0.49679538514455557,0.47539365168554076,0.021401733459014805
06073,CALIFORNIA,SAN DIEGO,841372.0,593270.0,1477786,0.40145866857582896,0.5693463058927342,-0.1678876373169052
06075,CALIFORNIA,SAN FRANCISCO,323719.0,62594.0,402964,0.15533397524344605,0.8033447156569817,-0.6480107404135357
06077,CALIFORNIA,SAN JOAQUIN,126647.0,128996.0,263671,0.4892308975958676,0.4803220680317517,0.008908829564115872
06079,CALIFORNIA,SAN LUIS OBISPO,81314.0,64932.0,150766,0.4306806574426595,0.5393391082870144,-0.10865845084435488
06081,CALIFORNIA,SAN MATEO,242957.0,76616.0,330510,0.23181144292154549,0.7350972739100179,-0.5032858309884725
06083,CALIFORNIA,SANTA BARBARA,114149.0,64870.0,184715,0.35118967057358635,0.6179736350594158,-0.2667839644858295
06085,CALIFORNIA,SANTA CLARA,510744.0,210924.0,750433,0.2810697290764132,0.680599067471713,-0.39952933839529975
06087,CALIFORNIA,SANTA CRUZ,100998.0,27978.0,134135,0.20858090729488948,0.7529578409811011,-0.5443769336862117
06089,CALIFORNIA,SHASTA,27130.0,59539.0,88900,0.6697300337457818,0.3051743532058493,0.3645556805399325
06091,CALIFORNIA,SIERRA,641.0,1066.0,1754,0.6077537058152793,0.3654503990877993,0.24230330672748002
06093,CALIFORNIA,SISKIYOU,8329.0,12461.0,21489,0.5798780771557541,0.38759365256642936,0.19228442458932476
06095,CALIFORNIA,SOLANO,113997.0,70345.0,189834,0.37056059504619826,0.600508865640507,-0.22994827059430872
06097,CALIFORNIA,SONOMA,179600.0,63426.0,251426,0.25226507998377257,0.7143254874197577,-0.4620604074359851
06099,CALIFORNIA,STANISLAUS,85347.0,106986.0,197472,0.5417780748663101,0.43219798249878466,0.10958009236752547
06101,CALIFORNIA,SUTTER,13016.0,25372.0,39336,0.6450071181614806,0.33089282082570676,0.31411429733577384
06103,CALIFORNIA,TEHAMA,7415.0,18503.0,26532,0.6973842906678728,0.2794738429066787,0.41791044776119407
06105,CALIFORNIA,TRINITY,2449.0,2979.0,5645,0.5277236492471213,0.43383525243578386,0.09388839681133748
06107,CALIFORNIA,TULARE,53221.0,81854.0,138271,0.5919824113516211,0.38490355895307043,0.20707885239855067
06109,CALIFORNIA,TUOLUMNE,10909.0,17210.0,28810,0.5973620270739327,0.37865324540090245,0.21870878167303026
06111,CALIFORNIA,VENTURA,217424.0,158901.0,387595,0.4099665888362853,0.5609566686876766,-0.1509900798513913
06113,CALIFORNIA,YOLO,61405.0,27844.0,92589,0.30072686820248623,0.6631997321496074,-0.36247286394712114
06115,CALIFORNIA,YUBA,10725.0,18491.0,30070,0.6149318257399401,0.3566677751912205,0.2582640505487196
08001,COLORADO,ADAMS,124056.0,103024.0,233336,0.4415263825556279,0.5316624952857681,-0.09013611273014022
08003,COLORADO,ALAMOSA,3244.0,4057.0,7519,0.5395664317063439,0.43144035111052004,0.10812608059582385
08005,COLORADO,ARAPAHOE,190725.0,125311.0,325451,0.3850379934306547,0.5860329204703627,-0.200994927039708
08007,COLORADO,ARCHULETA,3904.0,5218.0,9355,0.5577765900587921,0.41731694281133086,0.14045964724746124
08009,COLORADO,BACA,275.0,1686.0,2004,0.8413173652694611,0.1372255489021956,0.7040918163672655
08011,COLORADO,BENT,645.0,1496.0,2189,0.6834170854271356,0.29465509365006853,0.3887619917770671
08013,COLORADO,BOULDER,150149.0,40758.0,196150,0.20778995666581698,0.7654804996176395,-0.5576905429518225
08014,COLORADO,BROOMFIELD,29426.0,16071.0,46817,0.34327274280709996,0.6285323707200376,-0.2852596279129377
08015,COLORADO,CHAFFEE,7992.0,6034.0,14416,0.41856270810210877,0.5543840177580466,-0.1358213096559378
08017,COLORADO,CHEYENNE,108.0,930.0,1055,0.8815165876777251,0.1023696682464455,0.7791469194312797
08019,COLORADO,CLEAR CREEK,3464.0,2452.0,6101,0.40190132765120473,0.5677757744632027,-0.16587444681199798
08021,COLORADO,CONEJOS,1627.0,2358.0,4104,0.5745614035087719,0.39644249512670565,0.1781189083820663
08023,COLORADO,COSTILLA,1155.0,850.0,2080,0.40865384615384615,0.5552884615384616,-0.14663461538461542
08025,COLORADO,CROWLEY,422.0,1231.0,1706,0.7215709261430246,0.2473622508792497,0.47420867526377497
08027,COLORADO,CUSTER,1188.0,2583.0,3867,0.6679596586501164,0.30721489526764933,0.3607447633824671
08029,COLORADO,DELTA,6030.0,12948.0,19476,0.6648182378311769,0.3096118299445471,0.35520640788662977
08031,COLORADO,DENVER,278634.0,74765.0,363076,0.20592107437561283,0.7674261036256872,-0.5615050292500744
08033,COLORADO,DOLORES,325.0,1076.0,1419,0.7582804792107117,0.22903453136011276,0.529245947850599
08035,COLORADO,DOUGLAS,110408.0,127451.0,243758,0.5228587369440183,0.45294103167896027,0.06991770526505803
08037,COLORADO,EAGLE,16943.0,10148.0,27798,0.3650622346931434,0.6095042808835168,-0.2444420461903734
08039,COLORADO,ELBERT,4768.0,15209.0,20417,0.7449184503110153,0.23353088112847137,0.511387569182544
08041,COLORADO,EL PASO,166597.0,203933.0,380813,0.5355200584013676,0.4374771869657811,0.09804287143558654
08043,COLORADO,FREMONT,7526.0,17313.0,25467,0.679820944752032,0.2955196921506263,0.38430125260140574
08045,COLORADO,GARFIELD,15128.0,14493.0,30372,0.47718293164757014,0.4980903463716581,-0.02090741472408797
08047,COLORADO,GILPIN,2254.0,1729.0,4129,0.41874545894889803,0.5458948898038266,-0.12714943085492858
08049,COLORADO,GRAND,4743.0,4822.0,9883,0.48790852979864413,0.4799150055651118,0.007993524233532334
08051,COLORADO,GUNNISON,6887.0,3689.0,10939,0.3372337507998903,0.629582228722918,-0.2923484779230277
